ID,Average_Rating,Reviews,Sentiment Ratio
B000R77DYW,4.4,10,0.7735
B000R738KU,4.6,10,0.7455
B000R77DYW,3.85,20,0.6093
B000R737EW,4.5882,34,0.5696
B000R775RW,4.0606,33,0.4504
B000R77504,4.5714,7,0.3568
B000R775RW,4.4,30,0.4384
B000R77504,4.6,10,0.4627
B000R73XZ0,5,2,0.458
B000R70A24,4.1667,6,0.6343
B000R775RW,4.8,10,0.5451
B000R70A24,4.25,20,0.4196
B000R73XZ0,4.6,10,0.2209
B000R775RW,3.8,10,0.2061
B000R77504,4.2,10,0.435
B000R775RW,3.9,10,0.3522
B000R73XZ0,4.4,10,0.3416
B000R775RW,4.3,10,0.5651
B000R73XZ0,5,10,0.3809
B000R77504,4.4,10,0.5936
B000R775RW,4.3,10,0.5756
B000R73XZ0,4.6,10,0.3745
B000R775RW,4.4,10,0.5806
B000R77504,4,10,0.4979
B000R73XZ0,4.9,10,0.5506
B000R775RW,4.5,10,0.7518
B000R77504,4.3,10,0.2075
B000R73XZ0,5,10,0.5245
B000R77504,4.3,10,0.5006
B000R73XZ0,4.9,10,0.4689
B000R77504,4.3,10,0.4102
B000R73XZ0,4.9,10,0.438
B000R77504,4,10,0.3355
B000R73XZ0,5,10,0.5235
B000R77504,4.3,10,0.4009
B000R73XZ0,4.8,10,0.4409
B000R77504,4.2,10,0.6168
B000R73XZ0,4.7,10,0.446
B000R7C0ZO,4,10,0.4213
B000R77504,4,10,0.4156
B000R73XZ0,4.4,10,0.4127
B000R77504,4.6,10,0.3485
B000R73XZ0,4.7,10,0.4514
B000R7C0ZO,4,10,0.3486
B000R77504,4.7,10,0.6094
B000R73XZ0,4.7,10,0.4034
B000R7C0ZO,4.6,10,0.634
B000R77504,4.7,10,0.5422
B000R73XZ0,5,10,0.6945
B000R7C0ZO,3.8,10,0.5244
B000R77504,4.4,10,0.3173
B000R73XZ0,5,10,0.5759
B000R77504,3.5,10,0.4926
B000R7C0ZO,4.1,10,0.5441
B000R73XZ0,4.6,10,0.4868
B000R77504,4,10,0.1928
B000R7C0ZO,3.6,10,0.245
B000R73XZ0,4.4,10,0.4021
B000R77504,3.95,20,0.4019
B000R73XZ0,4.9,10,0.6786
B000R77504,4.9,10,0.5284
B000R73XZ0,5,10,0.6505
B000R77504,4.6,10,0.7309
B000R73XZ0,4.6909,110,0.5899
B000R73YR2,4.4218,211,0.5063
B000R77WGQ,3.8627,51,0.3548
B000R7X3YQ,4.375,8,0.6646
B000R7V3JI,3.5714,7,0.7319
B000R7X3YQ,3.8667,30,0.2978
B000R7V3JI,4,10,0.4383
B000R7X3YQ,3.3,10,0.0492
B000R7V3JI,4.5,10,0.6622
B000R7X3YQ,3.9,20,0.4996
B000R7V3JI,4.7,10,0.5122
B000R7X3YQ,3.8,10,0.4301
B000R7V3JI,4.7,10,0.5797
B000R7X3YQ,3.7,10,0.145
B000R7V3JI,4.3,10,0.4521
B000R7X3YQ,4.2,190,0.5735
B000R7YYTO,4.5,6,0.6857
B000R7X3YQ,4.5,20,0.6734
B000R7YYTO,4.5688,160,0.6973
B000R7YYIK,4.2,25,0.3998
B000R7ZMOU,4.3103,29,0.3461
B000R71Y4C,4.7857,14,0.597
B000R91CRO,4.4397,116,0.4224
B000R93K1U,4.8667,15,0.8299
B000R95BSU,4.6393,61,0.4442
B000R93IZ8,4.292,226,0.3611
B000R95BDK,4.1788,537,0.477
B000RA9N1A,5,4,0.555
B000RAB8IG,4.4062,32,0.676
B000RAAHY2,4.2,5,0.7411
B000RA6L42,4,1,0.6369
B000RAAHY2,4.6,10,0.6668
B000RA6L42,4.1,10,0.4572
B000RAAHY2,4.6,10,0.4546
B000RA6L42,4.9,10,0.3958
B000RAAHY2,4.3,10,0.6354
B000RA6L42,4.6,10,0.5029
B000RAAHY2,5,10,0.6337
B000RA6L42,4.6,10,0.3729
B000RAAHY2,5,10,0.6519
B000RA6L42,4.4,10,0.3744
B000RAAHY2,4.15,20,0.3724
B000RA6L42,4.6,10,0.477
B000RAAHY2,4.7,10,0.5575
B000RA6L42,4.8,20,0.6117
B000RAAHY2,4.7,10,0.3883
B000RA6L42,4.6,10,0.5326
B000RAAHY2,4.5,10,0.6648
B000RA6L42,4.3,10,0.4238
B000RAAHY2,4.9,10,0.6136
B000RA6L42,4.5,20,0.2259
B000RAAHY2,4.3,10,0.6148
B000RA6L42,4.9,10,0.4807
B000RAAHY2,4.3,10,0.5209
B000RA6L42,4.8,10,0.4901
B000RAAHY2,4.45,20,0.483
B000RA6L42,4.2,20,0.4062
B000RAAHY2,4.55,20,0.5883
B000RA6L42,4.8,10,0.6461
B000RAAHY2,3.4,10,0.3764
B000RA6L42,4.9,10,0.3102
B000RAAHY2,4.7,10,0.5978
B000RA6L42,4.9,10,0.4043
B000RAAHY2,4.9,10,0.6398
B000RA6L42,4.6,10,0.6362
B000RAAHY2,3.8,10,0.3004
B000RA6L42,4.2,10,0.4852
B000RAAHY2,4.5273,110,0.5698
B000RA6GMY,4.6667,3,0.4237
B000RAAHY2,4.6,30,0.4993
B000RAFMPG,4.75,4,0.9577
B000RA6GMY,4.2,10,0.2737
B000RAAHY2,4.4,10,0.5222
B000RA6GMY,3.1,10,0.5523
B000RAAHY2,4.6,20,0.3732
B000RA6GMY,4.7,10,0.5269
B000RAAHY2,4.35,20,0.5823
B000RA6GMY,4.2,10,0.4136
B000RAAHY2,4.5,10,0.6041
B000RA6GMY,4,10,0.4002
B000RAAHY2,4.8,10,0.4386
B000RAFMPG,4.1,10,0.5147
B000RAAHY2,4,10,0.4232
B000RA6GMY,4.4,10,0.5863
B000RAAHY2,4.6,10,0.7354
B000RA6GMY,4.7,10,0.5493
B000RAAHY2,4.05,20,0.571
B000RA6GMY,4.9,10,0.4129
B000RAFMPG,5,10,0.5558
B000RAAHY2,5,10,0.7272
B000RA6GMY,4.8,10,0.5841
B000RAAHY2,4.3,20,0.7906
B000RA6GMY,4.4,10,0.4452
B000RAAHY2,4.1,10,0.6506
B000RAFMPG,4.4,10,0.3725
B000RA6GMY,4.1,10,0.5244
B000RAAHY2,4.5,10,0.8059
B000RAFMPG,4.4,10,0.629
B000RAAHY2,4.4,10,0.7194
B000RA6GMY,3.9,10,0.4986
B000RAFMPG,4.4,10,0.453
B000RAAHY2,4.8,10,0.5489
B000RAFMPG,4.6,10,0.5129
B000RA6GMY,4.6,10,0.3825
B000RAFMPG,4.3,10,0.5168
B000RAAHY2,4.8,10,0.6333
B000RA6GMY,4.1,10,0.291
B000RAFMPG,4.2,10,0.5945
B000RAAHY2,4.125,8,0.6643
B000RAFMPG,3.9,10,0.5373
B000RA6GMY,4.6,10,0.4414
B000RAAHY2,4.8,10,0.6831
B000RAFMPG,4.4,10,0.6175
B000RA6GMY,4.5,10,0.4231
B000RAFMPG,3.6,10,0.3008
B000RAAHY2,4.5,10,0.6332
B000RAFMPG,4.2,10,0.6543
B000RA6GMY,4.5556,9,0.4093
B000RAFMPG,4.9,10,0.5343
B000RAAHY2,4.8,10,0.5471
B000RAFMPG,4.5,10,0.3846
B000RA6GMY,4.8,10,0.2929
B000RAFMPG,4.3,10,0.5038
B000RA6GMY,4.2,10,0.3787
B000RAFMPG,4.7,20,0.5629
B000RAAHY2,4.3,10,0.6312
B000RAFMPG,4.7,10,0.7343
B000RAAHY2,4.3,10,0.8065
B000RAFMPG,4.25,20,0.6631
B000RAAHY2,4.9,10,0.848
B000RAFMPG,4.5667,30,0.6023
B000RAAHY2,4.4,10,0.7525
B000RAFMPG,4.3,20,0.4748
B000RAAHY2,4.6,10,0.5322
B000RAFMPG,4.1333,30,0.4951
B000RAAHY2,4.5,10,0.7928
B000RAFMPG,4.6,10,0.6655
B000RAAHY2,4.1,10,0.5865
B000RAFMPG,5,10,0.683
B000RAAHY2,4.4,10,0.8401
B000RAFMPG,4.8,10,0.5534
B000RAAHY2,4.7,10,0.7558
B000RAFMPG,4.525,40,0.4934
B000RAAHY2,4.1,10,0.6721
B000RAFMPG,4.4,10,0.5306
B000RAAHY2,4.4,10,0.7039
B000RAFMPG,4.35,20,0.516
B000RAAHY2,5,10,0.8511
B000RAFMPG,4.5,10,0.4274
B000RAAHY2,4.3,10,0.6496
B000RAFMPG,4.4794,509,0.6078
B000RFXB18,4.6154,13,0.6293
B000RK4BFI,4.6,120,0.4387
B000RK4GNA,3.8511,47,0.6402
B000RLT3GO,4.2,5,0.4319
B000RLPJRG,3.7143,7,0.1864
B000RLT3GO,4.3,10,0.4545
B000RLPJRG,4.4,60,0.5373
B000RLPKMA,4.3038,79,0.4721
B000RLT4AE,4.4114,299,0.415
B000RO2EJ4,4.6429,14,0.6123
B000RPS5L4,4.6,5,0.4092
B000RPUCQK,4.1434,265,0.3453
B000RPVWSW,5,1,0.6249
B000RPUCQK,4.3,20,0.4473
B000RPVWSW,4.1,10,0.3375
B000RPUCQK,4.15,40,0.4108
B000RPYUA4,4.1605,81,0.4107
B000RPUCOM,4.6721,61,0.6501
B000RPUCM4,4.5328,351,0.5631
B000RPYZ5E,4.4468,47,0.632
B000RPTYXC,4.5333,15,0.5459
B000RPUDX2,4.5833,24,0.5572
B000RULU16,4.3235,68,0.5778
B000RUQOKI,5,1,0
B000RUP4EA,4.2786,359,0.4546
B000RY6GMU,4.3636,11,0.4772
B000RY8FZ6,4.4,25,0.4144
B000RY8CTK,5,3,0.8525
B000RY8FZ6,4.4,10,0.2207
B000RY8O5M,4.5,10,0.4936
B000RY8FZ6,4.2,10,0.5706
B000RY8CTK,4.9,10,0.758
B000RY8O5M,3.7,10,0.1928
B000RY8CTK,4.7,10,0.6315
B000RY8O5M,4.6,10,0.4677
B000RY6G3E,4.2471,259,0.4424
B000RYCJ12,3.8,5,0.8207
B000RYD3FI,3,1,-0.0546
B000RY6GL6,4.5278,108,0.4908
B000RYD63W,4.6329,158,0.5597
B000RYCB7Y,5,2,0.286
B000RYFQ76,4.6429,28,0.3715
B000RYBUD0,4.4545,231,0.4537
B000RYD1UA,4.5,20,0.553
B000S5ME38,4.4894,47,0.504
B000S5PHQO,3.6438,160,0.3015
B000S5PHGE,3.7778,9,0.4226
B000S5PHQO,4.0667,30,0.388
B000S5PHGE,3.7,10,0.3797
B000S5PHQO,4.4,10,0.4676
B000S5PHGE,4.2,10,0.282
B000S5PHQO,3.9,10,0.458
B000S5PHGE,3.9,10,0.3097
B000S5PHQO,4.4,10,0.2827
B000S5PHGE,4.3,10,0.3145
B000S5PHQO,3.1,10,0.2582
B000S5PHGE,3.8,20,0.1796
B000S5PHQO,4.6,20,0.562
B000S5PHGE,4.3,10,0.6158
B000S5PHQO,4.1,10,0.4972
B000S5PHGE,4.4,10,0.5516
B000S5PHQO,4.5,10,0.2672
B000S5PHGE,4.5,20,0.4422
B000S5PHQO,4.45,20,0.4764
B000S5PHGE,3.75,20,0.2177
B000S5PHQO,4.4,10,0.3821
B000S5PHGE,4.4,10,0.4947
B000S5PHQO,4,10,0.4793
B000S5PHGE,4.6,10,0.3841
B000S5PHQO,4.5,10,0.3383
B000S5PHGE,3.5,10,0.1178
B000S5PHQO,4.15,20,0.4167
B000S5PHGE,4.4497,169,0.4478
B000S5S1DK,4.4,5,0.6606
B000S5PHGE,4.2,20,0.4574
B000S5S1DK,4.3,10,0.6003
B000S5PHGE,4.7,10,0.6162
B000S5S1DK,4.1238,210,0.5254
B000S5S1AI,5,2,0.9292
B000S5S1DK,3.65,40,0.414
B000S5S1AI,4.1,10,0.4929
B000S5S1DK,3.8,10,0.5214
B000S5S1AI,3.6,10,0.4724
B000S5S1DK,3,10,0.3055
B000S5S1AI,4.6,20,0.6074
B000S5S1DK,3.15,20,0.197
B000S5S1AI,4.1,10,0.6451
B000S5S1DK,3.2,10,0.6728
B000S5S1AI,3.8,10,0.585
B000S5S1DK,3.3,10,0.0699
B000S5S1AI,3.9,10,0.7534
B000S5S1DK,3.4,10,0.2354
B000S5S1AI,4.4,10,0.6275
B000S5S1DK,3.4,10,0.1646
